Date,Race,Gap,Step,Stake,Cost,Payout,PnL,Equity,Notes
2025-07-21,3,11,2,1.7,2.0,0.0,-2.0,-90.07819999999998,LOSS Entry
2025-07-22,3,13,3,2.8899999999999997,3.4,0.0,-3.4,-93.47819999999999,LOSS (Stp 2)
2025-07-23,3,15,4,4.912999999999999,5.779999999999999,0.0,-5.779999999999999,-99.25819999999999,LOSS (Stp 3)
2025-07-24,3,0,0,1.0,9.825999999999999,44.21699999999999,34.39099999999999,-64.8672,WIN on 0 (Stp 4)
2025-08-09,3,10,2,1.7,2.0,0.0,-2.0,-66.8672,LOSS Entry
2025-08-09,4,11,3,2.8899999999999997,5.1,0.0,-5.1,-71.96719999999999,LOSS (Stp 2)
2025-08-10,3,0,0,1.0,5.779999999999999,26.009999999999998,20.229999999999997,-51.737199999999994,WIN on 7 (Stp 3)
2025-08-22,3,11,2,1.7,2.0,0.0,-2.0,-53.737199999999994,LOSS Entry
2025-08-22,4,12,3,2.8899999999999997,5.1,0.0,-5.1,-58.837199999999996,LOSS (Stp 2)
2025-08-23,3,14,4,4.912999999999999,5.779999999999999,0.0,-5.779999999999999,-64.6172,LOSS (Stp 3)
2025-08-23,4,15,5,8.352099999999998,14.738999999999997,0.0,-14.738999999999997,-79.3562,LOSS (Stp 4)
2025-08-24,3,17,0,1.0,16.704199999999997,0.0,-16.704199999999997,-96.0604,LOSS (Stp 5) [STOP LOSS]
2025-08-24,4,0,0,1.0,3.0,9.0,6.0,-90.0604,WIN Entry on 6
2025-09-03,3,10,2,1.7,2.0,0.0,-2.0,-92.0604,LOSS Entry
2025-09-04,2,0,0,1.0,0.0,0.0,0.0,-92.0604,Skipped Win (Race < 3) - Session Reset
2025-09-13,3,0,0,1.0,2.0,9.0,7.0,-85.0604,WIN Entry on 5
2025-10-19,3,0,0,1.0,2.0,9.0,7.0,-78.0604,WIN Entry on 0
2025-10-31,3,0,0,1.0,2.0,9.0,7.0,-71.0604,WIN Entry on 8
2025-12-04,3,10,2,1.7,2.0,0.0,-2.0,-73.0604,LOSS Entry
2025-12-05,3,12,3,2.8899999999999997,3.4,0.0,-3.4,-76.4604,LOSS (Stp 2)
2025-12-06,3,14,4,4.912999999999999,5.779999999999999,0.0,-5.779999999999999,-82.24040000000001,LOSS (Stp 3)
2025-12-07,3,16,5,8.352099999999998,9.825999999999999,0.0,-9.825999999999999,-92.0664,LOSS (Stp 4)
2025-12-07,4,0,0,1.0,25.056299999999993,75.16889999999998,50.112599999999986,-41.953800000000015,WIN on 3 (Stp 5)
2025-12-13,3,0,0,1.0,2.0,9.0,7.0,-34.953800000000015,WIN Entry on 9
2025-12-17,3,11,2,1.7,2.0,0.0,-2.0,-36.953800000000015,LOSS Entry
2025-12-17,4,12,3,2.8899999999999997,5.1,0.0,-5.1,-42.05380000000002,LOSS (Stp 2)
2025-12-18,3,14,4,4.912999999999999,5.779999999999999,0.0,-5.779999999999999,-47.83380000000002,LOSS (Stp 3)
2025-12-18,4,0,0,1.0,14.738999999999997,44.21699999999999,29.477999999999994,-18.355800000000023,WIN on 9 (Stp 4)
2026-01-09,3,0,0,1.0,2.0,9.0,7.0,-11.355800000000023,WIN Entry on 7
